,Notes,State,State Code,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population
10636,,Vermont,50,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,624594
10637,Total,Vermont,50,2016.0,,,159,624594
10638,,Vermont,50,2017.0,Opium,T40.0,Suppressed,623657
10639,,Vermont,50,2017.0,Heroin,T40.1,41,623657
10640,,Vermont,50,2017.0,Other opioids,T40.2,31,623657
10641,,Vermont,50,2017.0,Methadone,T40.3,14,623657
10642,,Vermont,50,2017.0,Other synthetic narcotics,T40.4,79,623657
10643,,Vermont,50,2017.0,Cocaine,T40.5,38,623657
10644,,Vermont,50,2017.0,Other and unspecified narcotics,T40.6,Suppressed,623657
10645,,Vermont,50,2017.0,Cannabis (derivatives),T40.7,Suppressed,623657
10646,,Vermont,50,2017.0,Lysergide [LSD],T40.8,Suppressed,623657
10647,,Vermont,50,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,623657
10648,Total,Vermont,50,2017.0,,,206,623657
10649,,Vermont,50,2018.0,Opium,T40.0,Suppressed,626299
10650,,Vermont,50,2018.0,Heroin,T40.1,68,626299
10651,,Vermont,50,2018.0,Other opioids,T40.2,20,626299
10652,,Vermont,50,2018.0,Methadone,T40.3,Suppressed,626299
10653,,Vermont,50,2018.0,Other synthetic narcotics,T40.4,106,626299
10654,,Vermont,50,2018.0,Cocaine,T40.5,52,626299
10655,,Vermont,50,2018.0,Other and unspecified narcotics,T40.6,Suppressed,626299
10656,,Vermont,50,2018.0,Cannabis (derivatives),T40.7,Suppressed,626299
10657,,Vermont,50,2018.0,Lysergide [LSD],T40.8,Suppressed,626299
10658,,Vermont,50,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,626299
10659,Total,Vermont,50,2018.0,,,256,626299
10660,,Vermont,50,2019.0,Opium,T40.0,Suppressed,623989
10661,,Vermont,50,2019.0,Heroin,T40.1,40,623989
10662,,Vermont,50,2019.0,Other opioids,T40.2,22,623989
10663,,Vermont,50,2019.0,Methadone,T40.3,Suppressed,623989
10664,,Vermont,50,2019.0,Other synthetic narcotics,T40.4,102,623989
10665,,Vermont,50,2019.0,Cocaine,T40.5,55,623989
10666,,Vermont,50,2019.0,Other and unspecified narcotics,T40.6,Suppressed,623989
10667,,Vermont,50,2019.0,Cannabis (derivatives),T40.7,Suppressed,623989
10668,,Vermont,50,2019.0,Lysergide [LSD],T40.8,Suppressed,623989
10669,,Vermont,50,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,623989
10670,Total,Vermont,50,2019.0,,,231,623989
10671,Total,Vermont,50,,,,2106,13051465
10672,,Virginia,51,1999.0,Opium,T40.0,Suppressed,7000174
10673,,Virginia,51,1999.0,Heroin,T40.1,67,7000174
10674,,Virginia,51,1999.0,Other opioids,T40.2,113,7000174
10675,,Virginia,51,1999.0,Methadone,T40.3,20,7000174
10676,,Virginia,51,1999.0,Other synthetic narcotics,T40.4,21,7000174
10677,,Virginia,51,1999.0,Cocaine,T40.5,90,7000174
10678,,Virginia,51,1999.0,Other and unspecified narcotics,T40.6,37,7000174
10679,,Virginia,51,1999.0,Cannabis (derivatives),T40.7,Suppressed,7000174
10680,,Virginia,51,1999.0,Lysergide [LSD],T40.8,Suppressed,7000174
10681,,Virginia,51,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7000174
10682,Total,Virginia,51,1999.0,,,349,7000174
10683,,Virginia,51,2000.0,Opium,T40.0,Suppressed,7078515
10684,,Virginia,51,2000.0,Heroin,T40.1,67,7078515
10685,,Virginia,51,2000.0,Other opioids,T40.2,108,7078515
10686,,Virginia,51,2000.0,Methadone,T40.3,38,7078515
10687,,Virginia,51,2000.0,Other synthetic narcotics,T40.4,26,7078515
10688,,Virginia,51,2000.0,Cocaine,T40.5,88,7078515
10689,,Virginia,51,2000.0,Other and unspecified narcotics,T40.6,65,7078515
10690,,Virginia,51,2000.0,Cannabis (derivatives),T40.7,Suppressed,7078515
10691,,Virginia,51,2000.0,Lysergide [LSD],T40.8,Suppressed,7078515
10692,,Virginia,51,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7078515
10693,Total,Virginia,51,2000.0,,,393,7078515
10694,,Virginia,51,2001.0,Opium,T40.0,Suppressed,7198362
10695,,Virginia,51,2001.0,Heroin,T40.1,96,7198362
10696,,Virginia,51,2001.0,Other opioids,T40.2,147,7198362
10697,,Virginia,51,2001.0,Methadone,T40.3,74,7198362
10698,,Virginia,51,2001.0,Other synthetic narcotics,T40.4,32,7198362
10699,,Virginia,51,2001.0,Cocaine,T40.5,89,7198362
10700,,Virginia,51,2001.0,Other and unspecified narcotics,T40.6,40,7198362
10701,,Virginia,51,2001.0,Cannabis (derivatives),T40.7,Suppressed,7198362
10702,,Virginia,51,2001.0,Lysergide [LSD],T40.8,Suppressed,7198362
10703,,Virginia,51,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7198362
10704,Total,Virginia,51,2001.0,,,478,7198362
10705,,Virginia,51,2002.0,Opium,T40.0,Suppressed,7286873
10706,,Virginia,51,2002.0,Heroin,T40.1,91,7286873
10707,,Virginia,51,2002.0,Other opioids,T40.2,147,7286873
10708,,Virginia,51,2002.0,Methadone,T40.3,90,7286873
10709,,Virginia,51,2002.0,Other synthetic narcotics,T40.4,49,7286873
10710,,Virginia,51,2002.0,Cocaine,T40.5,120,7286873
10711,,Virginia,51,2002.0,Other and unspecified narcotics,T40.6,50,7286873
10712,,Virginia,51,2002.0,Cannabis (derivatives),T40.7,Suppressed,7286873
10713,,Virginia,51,2002.0,Lysergide [LSD],T40.8,Suppressed,7286873
10714,,Virginia,51,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7286873
10715,Total,Virginia,51,2002.0,,,549,7286873
10716,,Virginia,51,2003.0,Opium,T40.0,Suppressed,7366977
10717,,Virginia,51,2003.0,Heroin,T40.1,94,7366977
10718,,Virginia,51,2003.0,Other opioids,T40.2,152,7366977
10719,,Virginia,51,2003.0,Methadone,T40.3,113,7366977
10720,,Virginia,51,2003.0,Other synthetic narcotics,T40.4,45,7366977
10721,,Virginia,51,2003.0,Cocaine,T40.5,124,7366977
10722,,Virginia,51,2003.0,Other and unspecified narcotics,T40.6,49,7366977
10723,,Virginia,51,2003.0,Cannabis (derivatives),T40.7,Suppressed,7366977
10724,,Virginia,51,2003.0,Lysergide [LSD],T40.8,Suppressed,7366977
10725,,Virginia,51,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7366977
10726,Total,Virginia,51,2003.0,,,583,7366977
10727,,Virginia,51,2004.0,Opium,T40.0,Suppressed,7475575
10728,,Virginia,51,2004.0,Heroin,T40.1,70,7475575
10729,,Virginia,51,2004.0,Other opioids,T40.2,182,7475575
10730,,Virginia,51,2004.0,Methadone,T40.3,117,7475575
10731,,Virginia,51,2004.0,Other synthetic narcotics,T40.4,63,7475575
10732,,Virginia,51,2004.0,Cocaine,T40.5,146,7475575
10733,,Virginia,51,2004.0,Other and unspecified narcotics,T40.6,48,7475575
10734,,Virginia,51,2004.0,Cannabis (derivatives),T40.7,Suppressed,7475575
10735,,Virginia,51,2004.0,Lysergide [LSD],T40.8,Suppressed,7475575
10736,,Virginia,51,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7475575
10737,Total,Virginia,51,2004.0,,,627,7475575
10738,,Virginia,51,2005.0,Opium,T40.0,Suppressed,7577105
10739,,Virginia,51,2005.0,Heroin,T40.1,64,7577105
10740,,Virginia,51,2005.0,Other opioids,T40.2,170,7577105
10741,,Virginia,51,2005.0,Methadone,T40.3,123,7577105
10742,,Virginia,51,2005.0,Other synthetic narcotics,T40.4,44,7577105
10743,,Virginia,51,2005.0,Cocaine,T40.5,154,7577105
10744,,Virginia,51,2005.0,Other and unspecified narcotics,T40.6,49,7577105
10745,,Virginia,51,2005.0,Cannabis (derivatives),T40.7,Suppressed,7577105
10746,,Virginia,51,2005.0,Lysergide [LSD],T40.8,Suppressed,7577105
10747,,Virginia,51,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7577105
10748,Total,Virginia,51,2005.0,,,606,7577105
10749,,Virginia,51,2006.0,Opium,T40.0,Suppressed,7673725
10750,,Virginia,51,2006.0,Heroin,T40.1,72,7673725
10751,,Virginia,51,2006.0,Other opioids,T40.2,181,7673725
10752,,Virginia,51,2006.0,Methadone,T40.3,116,7673725
10753,,Virginia,51,2006.0,Other synthetic narcotics,T40.4,64,7673725
10754,,Virginia,51,2006.0,Cocaine,T40.5,152,7673725
10755,,Virginia,51,2006.0,Other and unspecified narcotics,T40.6,62,7673725
10756,,Virginia,51,2006.0,Cannabis (derivatives),T40.7,Suppressed,7673725
10757,,Virginia,51,2006.0,Lysergide [LSD],T40.8,Suppressed,7673725
10758,,Virginia,51,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7673725
10759,Total,Virginia,51,2006.0,,,648,7673725
10760,,Virginia,51,2007.0,Opium,T40.0,Suppressed,7751000
10761,,Virginia,51,2007.0,Heroin,T40.1,96,7751000
10762,,Virginia,51,2007.0,Other opioids,T40.2,227,7751000
10763,,Virginia,51,2007.0,Methadone,T40.3,150,7751000
10764,,Virginia,51,2007.0,Other synthetic narcotics,T40.4,68,7751000
10765,,Virginia,51,2007.0,Cocaine,T40.5,153,7751000
10766,,Virginia,51,2007.0,Other and unspecified narcotics,T40.6,59,7751000
10767,,Virginia,51,2007.0,Cannabis (derivatives),T40.7,Suppressed,7751000
10768,,Virginia,51,2007.0,Lysergide [LSD],T40.8,Suppressed,7751000
10769,,Virginia,51,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7751000
10770,Total,Virginia,51,2007.0,,,754,7751000
10771,,Virginia,51,2008.0,Opium,T40.0,Suppressed,7833496
10772,,Virginia,51,2008.0,Heroin,T40.1,88,7833496
10773,,Virginia,51,2008.0,Other opioids,T40.2,222,7833496
10774,,Virginia,51,2008.0,Methadone,T40.3,142,7833496
10775,,Virginia,51,2008.0,Other synthetic narcotics,T40.4,91,7833496
10776,,Virginia,51,2008.0,Cocaine,T40.5,105,7833496
10777,,Virginia,51,2008.0,Other and unspecified narcotics,T40.6,23,7833496
10778,,Virginia,51,2008.0,Cannabis (derivatives),T40.7,Suppressed,7833496
10779,,Virginia,51,2008.0,Lysergide [LSD],T40.8,Suppressed,7833496
10780,,Virginia,51,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7833496
10781,Total,Virginia,51,2008.0,,,671,7833496
10782,,Virginia,51,2009.0,Opium,T40.0,Suppressed,7925937
10783,,Virginia,51,2009.0,Heroin,T40.1,106,7925937
10784,,Virginia,51,2009.0,Other opioids,T40.2,219,7925937
10785,,Virginia,51,2009.0,Methadone,T40.3,128,7925937
10786,,Virginia,51,2009.0,Other synthetic narcotics,T40.4,82,7925937
10787,,Virginia,51,2009.0,Cocaine,T40.5,71,7925937
10788,,Virginia,51,2009.0,Other and unspecified narcotics,T40.6,26,7925937
10789,,Virginia,51,2009.0,Cannabis (derivatives),T40.7,Suppressed,7925937
10790,,Virginia,51,2009.0,Lysergide [LSD],T40.8,Suppressed,7925937
10791,,Virginia,51,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7925937
10792,Total,Virginia,51,2009.0,,,633,7925937
10793,,Virginia,51,2010.0,Opium,T40.0,Suppressed,8001024
10794,,Virginia,51,2010.0,Heroin,T40.1,45,8001024
10795,,Virginia,51,2010.0,Other opioids,T40.2,203,8001024
10796,,Virginia,51,2010.0,Methadone,T40.3,110,8001024
10797,,Virginia,51,2010.0,Other synthetic narcotics,T40.4,88,8001024
10798,,Virginia,51,2010.0,Cocaine,T40.5,73,8001024
10799,,Virginia,51,2010.0,Other and unspecified narcotics,T40.6,10,8001024
10800,,Virginia,51,2010.0,Cannabis (derivatives),T40.7,Suppressed,8001024
10801,,Virginia,51,2010.0,Lysergide [LSD],T40.8,Suppressed,8001024
10802,,Virginia,51,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8001024
10803,Total,Virginia,51,2010.0,,,529,8001024
10804,,Virginia,51,2011.0,Opium,T40.0,Suppressed,8096604
10805,,Virginia,51,2011.0,Heroin,T40.1,103,8096604
10806,,Virginia,51,2011.0,Other opioids,T40.2,321,8096604
10807,,Virginia,51,2011.0,Methadone,T40.3,158,8096604
10808,,Virginia,51,2011.0,Other synthetic narcotics,T40.4,80,8096604
10809,,Virginia,51,2011.0,Cocaine,T40.5,103,8096604
10810,,Virginia,51,2011.0,Other and unspecified narcotics,T40.6,18,8096604
10811,,Virginia,51,2011.0,Cannabis (derivatives),T40.7,Suppressed,8096604
10812,,Virginia,51,2011.0,Lysergide [LSD],T40.8,Suppressed,8096604
10813,,Virginia,51,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8096604
10814,Total,Virginia,51,2011.0,,,784,8096604
10815,,Virginia,51,2012.0,Opium,T40.0,Suppressed,8185867
10816,,Virginia,51,2012.0,Heroin,T40.1,124,8185867
10817,,Virginia,51,2012.0,Other opioids,T40.2,283,8185867
10818,,Virginia,51,2012.0,Methadone,T40.3,106,8185867
10819,,Virginia,51,2012.0,Other synthetic narcotics,T40.4,91,8185867
10820,,Virginia,51,2012.0,Cocaine,T40.5,72,8185867
10821,,Virginia,51,2012.0,Other and unspecified narcotics,T40.6,22,8185867
10822,,Virginia,51,2012.0,Cannabis (derivatives),T40.7,Suppressed,8185867
10823,,Virginia,51,2012.0,Lysergide [LSD],T40.8,Suppressed,8185867
10824,,Virginia,51,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8185867
10825,Total,Virginia,51,2012.0,,,698,8185867
10826,,Virginia,51,2013.0,Opium,T40.0,Suppressed,8260405
10827,,Virginia,51,2013.0,Heroin,T40.1,206,8260405
10828,,Virginia,51,2013.0,Other opioids,T40.2,301,8260405
10829,,Virginia,51,2013.0,Methadone,T40.3,100,8260405
10830,,Virginia,51,2013.0,Other synthetic narcotics,T40.4,125,8260405
10831,,Virginia,51,2013.0,Cocaine,T40.5,113,8260405
10832,,Virginia,51,2013.0,Other and unspecified narcotics,T40.6,28,8260405
10833,,Virginia,51,2013.0,Cannabis (derivatives),T40.7,Suppressed,8260405
10834,,Virginia,51,2013.0,Lysergide [LSD],T40.8,Suppressed,8260405
10835,,Virginia,51,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8260405
10836,Total,Virginia,51,2013.0,,,875,8260405
10837,,Virginia,51,2014.0,Opium,T40.0,Suppressed,8326289
10838,,Virginia,51,2014.0,Heroin,T40.1,255,8326289
10839,,Virginia,51,2014.0,Other opioids,T40.2,335,8326289
10840,,Virginia,51,2014.0,Methadone,T40.3,109,8326289
10841,,Virginia,51,2014.0,Other synthetic narcotics,T40.4,176,8326289
10842,,Virginia,51,2014.0,Cocaine,T40.5,133,8326289
10843,,Virginia,51,2014.0,Other and unspecified narcotics,T40.6,35,8326289
10844,,Virginia,51,2014.0,Cannabis (derivatives),T40.7,Suppressed,8326289
10845,,Virginia,51,2014.0,Lysergide [LSD],T40.8,Suppressed,8326289
10846,,Virginia,51,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8326289
10847,Total,Virginia,51,2014.0,,,1044,8326289
10848,,Virginia,51,2015.0,Opium,T40.0,Suppressed,8382993
10849,,Virginia,51,2015.0,Heroin,T40.1,353,8382993
10850,,Virginia,51,2015.0,Other opioids,T40.2,281,8382993
10851,,Virginia,51,2015.0,Methadone,T40.3,68,8382993
10852,,Virginia,51,2015.0,Other synthetic narcotics,T40.4,275,8382993
10853,,Virginia,51,2015.0,Cocaine,T40.5,171,8382993
10854,,Virginia,51,2015.0,Other and unspecified narcotics,T40.6,44,8382993
10855,,Virginia,51,2015.0,Cannabis (derivatives),T40.7,Suppressed,8382993
10856,,Virginia,51,2015.0,Lysergide [LSD],T40.8,Suppressed,8382993
10857,,Virginia,51,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8382993
10858,Total,Virginia,51,2015.0,,,1198,8382993
10859,,Virginia,51,2016.0,Opium,T40.0,Suppressed,8411808
10860,,Virginia,51,2016.0,Heroin,T40.1,453,8411808
10861,,Virginia,51,2016.0,Other opioids,T40.2,352,8411808
10862,,Virginia,51,2016.0,Methadone,T40.3,78,8411808
10863,,Virginia,51,2016.0,Other synthetic narcotics,T40.4,650,8411808
10864,,Virginia,51,2016.0,Cocaine,T40.5,258,8411808
10865,,Virginia,51,2016.0,Other and unspecified narcotics,T40.6,51,8411808
10866,,Virginia,51,2016.0,Cannabis (derivatives),T40.7,Suppressed,8411808
10867,,Virginia,51,2016.0,Lysergide [LSD],T40.8,Suppressed,8411808
10868,,Virginia,51,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8411808
10869,Total,Virginia,51,2016.0,,,1848,8411808
10870,,Virginia,51,2017.0,Opium,T40.0,Suppressed,8470020
10871,,Virginia,51,2017.0,Heroin,T40.1,557,8470020
10872,,Virginia,51,2017.0,Other opioids,T40.2,338,8470020
10873,,Virginia,51,2017.0,Methadone,T40.3,83,8470020
10874,,Virginia,51,2017.0,Other synthetic narcotics,T40.4,831,8470020
10875,,Virginia,51,2017.0,Cocaine,T40.5,362,8470020
10876,,Virginia,51,2017.0,Other and unspecified narcotics,T40.6,39,8470020
10877,,Virginia,51,2017.0,Cannabis (derivatives),T40.7,Suppressed,8470020
10878,,Virginia,51,2017.0,Lysergide [LSD],T40.8,Suppressed,8470020
10879,,Virginia,51,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8470020
10880,Total,Virginia,51,2017.0,,,2214,8470020
10881,,Virginia,51,2018.0,Opium,T40.0,Suppressed,8517685
10882,,Virginia,51,2018.0,Heroin,T40.1,534,8517685
10883,,Virginia,51,2018.0,Other opioids,T40.2,260,8517685
10884,,Virginia,51,2018.0,Methadone,T40.3,94,8517685
10885,,Virginia,51,2018.0,Other synthetic narcotics,T40.4,862,8517685
10886,,Virginia,51,2018.0,Cocaine,T40.5,426,8517685
10887,,Virginia,51,2018.0,Other and unspecified narcotics,T40.6,16,8517685
10888,,Virginia,51,2018.0,Cannabis (derivatives),T40.7,Suppressed,8517685
10889,,Virginia,51,2018.0,Lysergide [LSD],T40.8,Suppressed,8517685
10890,,Virginia,51,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8517685
10891,Total,Virginia,51,2018.0,,,2197,8517685
10892,,Virginia,51,2019.0,Opium,T40.0,Suppressed,8535519
10893,,Virginia,51,2019.0,Heroin,T40.1,538,8535519
10894,,Virginia,51,2019.0,Other opioids,T40.2,253,8535519
10895,,Virginia,51,2019.0,Methadone,T40.3,81,8535519
10896,,Virginia,51,2019.0,Other synthetic narcotics,T40.4,997,8535519
10897,,Virginia,51,2019.0,Cocaine,T40.5,419,8535519
10898,,Virginia,51,2019.0,Other and unspecified narcotics,T40.6,17,8535519
10899,,Virginia,51,2019.0,Cannabis (derivatives),T40.7,Suppressed,8535519
10900,,Virginia,51,2019.0,Lysergide [LSD],T40.8,Suppressed,8535519
10901,,Virginia,51,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,8535519
10902,Total,Virginia,51,2019.0,,,2308,8535519
10903,Total,Virginia,51,,,,19986,165355953
10904,,Washington,53,1999.0,Opium,T40.0,Suppressed,5842564
10905,,Washington,53,1999.0,Heroin,T40.1,61,5842564
10906,,Washington,53,1999.0,Other opioids,T40.2,103,5842564
10907,,Washington,53,1999.0,Methadone,T40.3,54,5842564
10908,,Washington,53,1999.0,Other synthetic narcotics,T40.4,24,5842564
10909,,Washington,53,1999.0,Cocaine,T40.5,138,5842564
10910,,Washington,53,1999.0,Other and unspecified narcotics,T40.6,188,5842564
10911,,Washington,53,1999.0,Cannabis (derivatives),T40.7,Suppressed,5842564
10912,,Washington,53,1999.0,Lysergide [LSD],T40.8,Suppressed,5842564
10913,,Washington,53,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5842564
10914,Total,Washington,53,1999.0,,,570,5842564
10915,,Washington,53,2000.0,Opium,T40.0,Suppressed,5894121
10916,,Washington,53,2000.0,Heroin,T40.1,61,5894121
10917,,Washington,53,2000.0,Other opioids,T40.2,106,5894121
10918,,Washington,53,2000.0,Methadone,T40.3,68,5894121
10919,,Washington,53,2000.0,Other synthetic narcotics,T40.4,24,5894121
10920,,Washington,53,2000.0,Cocaine,T40.5,167,5894121
10921,,Washington,53,2000.0,Other and unspecified narcotics,T40.6,174,5894121
10922,,Washington,53,2000.0,Cannabis (derivatives),T40.7,Suppressed,5894121
10923,,Washington,53,2000.0,Lysergide [LSD],T40.8,Suppressed,5894121
10924,,Washington,53,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5894121
10925,Total,Washington,53,2000.0,,,604,5894121
10926,,Washington,53,2001.0,Opium,T40.0,Suppressed,5985722
10927,,Washington,53,2001.0,Heroin,T40.1,49,5985722
10928,,Washington,53,2001.0,Other opioids,T40.2,122,5985722
10929,,Washington,53,2001.0,Methadone,T40.3,84,5985722
10930,,Washington,53,2001.0,Other synthetic narcotics,T40.4,28,5985722
10931,,Washington,53,2001.0,Cocaine,T40.5,119,5985722
10932,,Washington,53,2001.0,Other and unspecified narcotics,T40.6,96,5985722
10933,,Washington,53,2001.0,Cannabis (derivatives),T40.7,Suppressed,5985722
10934,,Washington,53,2001.0,Lysergide [LSD],T40.8,Suppressed,5985722
10935,,Washington,53,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5985722
10936,Total,Washington,53,2001.0,,,499,5985722
10937,,Washington,53,2002.0,Opium,T40.0,Suppressed,6052349
10938,,Washington,53,2002.0,Heroin,T40.1,75,6052349
10939,,Washington,53,2002.0,Other opioids,T40.2,145,6052349
10940,,Washington,53,2002.0,Methadone,T40.3,143,6052349
10941,,Washington,53,2002.0,Other synthetic narcotics,T40.4,47,6052349
10942,,Washington,53,2002.0,Cocaine,T40.5,153,6052349
10943,,Washington,53,2002.0,Other and unspecified narcotics,T40.6,139,6052349
10944,,Washington,53,2002.0,Cannabis (derivatives),T40.7,Suppressed,6052349
10945,,Washington,53,2002.0,Lysergide [LSD],T40.8,Suppressed,6052349
10946,,Washington,53,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6052349
10947,Total,Washington,53,2002.0,,,705,6052349
10948,,Washington,53,2003.0,Opium,T40.0,Suppressed,6104115
10949,,Washington,53,2003.0,Heroin,T40.1,66,6104115
10950,,Washington,53,2003.0,Other opioids,T40.2,166,6104115
10951,,Washington,53,2003.0,Methadone,T40.3,169,6104115
10952,,Washington,53,2003.0,Other synthetic narcotics,T40.4,38,6104115
10953,,Washington,53,2003.0,Cocaine,T40.5,165,6104115
10954,,Washington,53,2003.0,Other and unspecified narcotics,T40.6,132,6104115
10955,,Washington,53,2003.0,Cannabis (derivatives),T40.7,Suppressed,6104115
10956,,Washington,53,2003.0,Lysergide [LSD],T40.8,Suppressed,6104115
10957,,Washington,53,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6104115
10958,Total,Washington,53,2003.0,,,737,6104115
10959,,Washington,53,2004.0,Opium,T40.0,Suppressed,6178645
10960,,Washington,53,2004.0,Heroin,T40.1,62,6178645
10961,,Washington,53,2004.0,Other opioids,T40.2,222,6178645
10962,,Washington,53,2004.0,Methadone,T40.3,259,6178645
10963,,Washington,53,2004.0,Other synthetic narcotics,T40.4,43,6178645
10964,,Washington,53,2004.0,Cocaine,T40.5,180,6178645
